"month","category","revenue"
"2017-08-01 00:00:00+07","fashion_roupa_feminina","235.65"
"2017-08-01 00:00:00+07","fashion_roupa_infanto_juvenil","66.69"
"2017-08-01 00:00:00+07","fashion_roupa_masculina","1444.32"
"2017-08-01 00:00:00+07","fashion_underwear_e_moda_praia","1308.87"
"2017-08-01 00:00:00+07","ferramentas_jardim","29016.03"
"2017-08-01 00:00:00+07","industria_comercio_e_negocios","1043.95"
"2017-08-01 00:00:00+07","informatica_acessorios","40946.28"
"2017-08-01 00:00:00+07","instrumentos_musicais","7703.20"
"2017-08-01 00:00:00+07","la_cuisine","373.52"
"2017-08-01 00:00:00+07","livros_importados","70.34"
"2017-08-01 00:00:00+07","livros_interesse_geral","2734.45"
"2017-08-01 00:00:00+07","livros_tecnicos","1324.98"
"2017-08-01 00:00:00+07","malas_acessorios","8510.77"
"2017-08-01 00:00:00+07","market_place","2360.93"
"2017-08-01 00:00:00+07","moveis_colchao_e_estofado","633.66"
"2017-08-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","1231.29"
"2017-08-01 00:00:00+07","moveis_decoracao","43979.89"
"2017-08-01 00:00:00+07","moveis_escritorio","12389.04"
"2017-08-01 00:00:00+07","moveis_quarto","702.36"
"2017-08-01 00:00:00+07","moveis_sala","3158.06"
"2017-08-01 00:00:00+07","papelaria","7885.50"
"2017-08-01 00:00:00+07","pcs","34826.00"
"2017-08-01 00:00:00+07","perfumaria","15050.36"
"2017-08-01 00:00:00+07","pet_shop","12222.61"
"2017-08-01 00:00:00+07","portateis_casa_forno_e_cafe","133.86"
"2017-08-01 00:00:00+07","relogios_presentes","39578.95"
"2017-08-01 00:00:00+07","sinalizacao_e_seguranca","443.47"
"2017-08-01 00:00:00+07","tablets_impressao_imagem","557.82"
"2017-08-01 00:00:00+07","telefonia","13104.72"
"2017-08-01 00:00:00+07","telefonia_fixa","3640.31"
"2017-08-01 00:00:00+07","Unknown","6473.18"
"2017-08-01 00:00:00+07","utilidades_domesticas","28959.88"
"2017-09-01 00:00:00+07","agro_industria_e_comercio","2119.69"
"2017-09-01 00:00:00+07","alimentos","1239.20"
"2017-09-01 00:00:00+07","alimentos_bebidas","444.78"
"2017-09-01 00:00:00+07","artes","435.85"
"2017-09-01 00:00:00+07","artigos_de_festas","303.20"
"2017-09-01 00:00:00+07","artigos_de_natal","318.28"
"2017-09-01 00:00:00+07","audio","1191.79"
"2017-09-01 00:00:00+07","automotivo","16931.46"
"2017-09-01 00:00:00+07","bebes","28197.00"
"2017-09-01 00:00:00+07","bebidas","359.28"
"2017-09-01 00:00:00+07","beleza_saude","59101.68"
"2017-09-01 00:00:00+07","brinquedos","36461.16"
"2017-09-01 00:00:00+07","cama_mesa_banho","62177.20"
"2017-09-01 00:00:00+07","casa_conforto","5273.36"
"2017-09-01 00:00:00+07","casa_conforto_2","29.69"
"2017-09-01 00:00:00+07","casa_construcao","1759.36"
"2017-09-01 00:00:00+07","cine_foto","102.84"
"2017-09-01 00:00:00+07","climatizacao","1782.09"
"2017-09-01 00:00:00+07","consoles_games","9500.57"
"2017-09-01 00:00:00+07","construcao_ferramentas_construcao","1487.04"
"2017-09-01 00:00:00+07","construcao_ferramentas_ferramentas","976.08"
"2017-09-01 00:00:00+07","construcao_ferramentas_iluminacao","258.98"
"2017-09-01 00:00:00+07","construcao_ferramentas_jardim","401.47"
"2017-09-01 00:00:00+07","construcao_ferramentas_seguranca","1202.29"
"2017-09-01 00:00:00+07","cool_stuff","42659.31"
"2017-09-01 00:00:00+07","dvds_blu_ray","91.06"
"2017-09-01 00:00:00+07","eletrodomesticos","2197.28"
"2017-09-01 00:00:00+07","eletrodomesticos_2","1928.62"
"2017-09-01 00:00:00+07","eletronicos","5557.35"
"2017-09-01 00:00:00+07","eletroportateis","11289.34"
"2017-09-01 00:00:00+07","esporte_lazer","58838.49"
"2017-09-01 00:00:00+07","fashion_bolsas_e_acessorios","13962.07"
"2017-09-01 00:00:00+07","fashion_calcados","1443.70"
"2017-09-01 00:00:00+07","fashion_esporte","500.82"
"2017-09-01 00:00:00+07","fashion_roupa_feminina","430.31"
"2017-09-01 00:00:00+07","fashion_roupa_infanto_juvenil","107.06"
"2017-09-01 00:00:00+07","fashion_roupa_masculina","1388.19"
"2017-09-01 00:00:00+07","fashion_underwear_e_moda_praia","2056.22"
"2017-09-01 00:00:00+07","ferramentas_jardim","27359.83"
"2017-09-01 00:00:00+07","industria_comercio_e_negocios","251.71"
"2017-09-01 00:00:00+07","informatica_acessorios","33981.36"
"2017-09-01 00:00:00+07","instrumentos_musicais","9709.55"
"2017-09-01 00:00:00+07","livros_importados","327.56"
"2017-09-01 00:00:00+07","livros_interesse_geral","1199.59"
"2017-09-01 00:00:00+07","livros_tecnicos","1136.91"
"2017-09-01 00:00:00+07","malas_acessorios","4859.69"
"2017-09-01 00:00:00+07","market_place","1349.62"
"2017-09-01 00:00:00+07","moveis_colchao_e_estofado","133.82"
"2017-09-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","602.66"
"2017-09-01 00:00:00+07","moveis_decoracao","38257.32"
"2017-09-01 00:00:00+07","moveis_escritorio","11522.44"
"2017-09-01 00:00:00+07","moveis_quarto","923.98"
"2017-09-01 00:00:00+07","moveis_sala","1562.83"
"2017-09-01 00:00:00+07","papelaria","7236.17"
"2017-09-01 00:00:00+07","pcs","54631.56"
"2017-09-01 00:00:00+07","perfumaria","17064.05"
"2017-09-01 00:00:00+07","pet_shop","9875.16"
"2017-09-01 00:00:00+07","portateis_casa_forno_e_cafe","673.47"
"2017-09-01 00:00:00+07","relogios_presentes","51283.89"
"2017-09-01 00:00:00+07","seguros_e_servicos","115.45"
"2017-09-01 00:00:00+07","sinalizacao_e_seguranca","536.55"
"2017-09-01 00:00:00+07","tablets_impressao_imagem","279.88"
"2017-09-01 00:00:00+07","telefonia","21537.96"
"2017-09-01 00:00:00+07","telefonia_fixa","13990.19"
"2017-09-01 00:00:00+07","Unknown","7073.87"
"2017-09-01 00:00:00+07","utilidades_domesticas","25121.49"
"2017-10-01 00:00:00+07","agro_industria_e_comercio","3558.43"
"2017-10-01 00:00:00+07","alimentos","1022.42"
"2017-10-01 00:00:00+07","alimentos_bebidas","2654.99"
"2017-10-01 00:00:00+07","artes","400.45"
"2017-10-01 00:00:00+07","artigos_de_festas","163.87"
"2017-10-01 00:00:00+07","artigos_de_natal","531.24"
"2017-10-01 00:00:00+07","audio","2701.05"
"2017-10-01 00:00:00+07","automotivo","24907.86"
"2017-10-01 00:00:00+07","bebes","19625.73"
"2017-10-01 00:00:00+07","bebidas","752.72"
"2017-10-01 00:00:00+07","beleza_saude","48782.32"
"2017-10-01 00:00:00+07","brinquedos","39304.74"
"2017-10-01 00:00:00+07","cama_mesa_banho","55448.85"
"2017-10-01 00:00:00+07","casa_conforto","4072.65"
"2017-10-01 00:00:00+07","casa_conforto_2","140.00"
"2017-10-01 00:00:00+07","casa_construcao","4752.21"
"2017-10-01 00:00:00+07","cds_dvds_musicais","61.11"
"2017-10-01 00:00:00+07","cine_foto","107.00"
"2017-10-01 00:00:00+07","climatizacao","2869.90"
"2017-10-01 00:00:00+07","consoles_games","12234.17"
"2017-10-01 00:00:00+07","construcao_ferramentas_construcao","3024.83"
"2017-10-01 00:00:00+07","construcao_ferramentas_ferramentas","1119.96"
"2017-10-01 00:00:00+07","construcao_ferramentas_iluminacao","651.10"
"2017-10-01 00:00:00+07","construcao_ferramentas_jardim","888.16"
"2017-10-01 00:00:00+07","construcao_ferramentas_seguranca","1918.55"
"2017-10-01 00:00:00+07","cool_stuff","51096.06"
"2017-10-01 00:00:00+07","dvds_blu_ray","269.10"
"2017-10-01 00:00:00+07","eletrodomesticos","2233.28"
"2017-10-01 00:00:00+07","eletrodomesticos_2","3188.82"
"2017-10-01 00:00:00+07","eletronicos","4563.16"
"2017-10-01 00:00:00+07","eletroportateis","7124.64"
"2017-10-01 00:00:00+07","esporte_lazer","57961.74"
"2017-10-01 00:00:00+07","fashion_bolsas_e_acessorios","9229.10"
"2017-10-01 00:00:00+07","fashion_calcados","2194.58"
"2017-10-01 00:00:00+07","fashion_esporte","68.62"
"2017-10-01 00:00:00+07","fashion_roupa_infanto_juvenil","54.09"
"2017-10-01 00:00:00+07","fashion_roupa_masculina","1201.37"
"2017-10-01 00:00:00+07","fashion_underwear_e_moda_praia","222.95"
"2017-10-01 00:00:00+07","ferramentas_jardim","32526.88"
"2017-10-01 00:00:00+07","industria_comercio_e_negocios","2468.18"
"2017-10-01 00:00:00+07","informatica_acessorios","48959.57"
"2017-10-01 00:00:00+07","instrumentos_musicais","7202.53"
"2017-10-01 00:00:00+07","la_cuisine","160.83"
"2017-10-01 00:00:00+07","livros_interesse_geral","929.87"
"2017-10-01 00:00:00+07","livros_tecnicos","988.25"
"2017-10-01 00:00:00+07","malas_acessorios","7717.36"
"2017-10-01 00:00:00+07","market_place","1178.12"
"2017-10-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","4295.41"
"2017-10-01 00:00:00+07","moveis_decoracao","37680.48"
"2017-10-01 00:00:00+07","moveis_escritorio","21926.23"
"2017-10-01 00:00:00+07","moveis_quarto","1411.85"
"2017-10-01 00:00:00+07","moveis_sala","2008.98"
"2017-10-01 00:00:00+07","musica","70.03"
"2017-10-01 00:00:00+07","papelaria","10500.66"
"2017-10-01 00:00:00+07","pcs","41683.94"
"2017-10-01 00:00:00+07","perfumaria","20066.90"
"2017-10-01 00:00:00+07","pet_shop","9623.98"
"2017-10-01 00:00:00+07","relogios_presentes","70012.91"
"2017-10-01 00:00:00+07","sinalizacao_e_seguranca","907.70"
"2017-10-01 00:00:00+07","tablets_impressao_imagem","111.19"
"2017-10-01 00:00:00+07","telefonia","26812.39"
"2017-10-01 00:00:00+07","telefonia_fixa","3906.03"
"2017-10-01 00:00:00+07","Unknown","20240.71"
"2017-10-01 00:00:00+07","utilidades_domesticas","20263.23"
"2017-11-01 00:00:00+07","agro_industria_e_comercio","14610.32"
"2017-11-01 00:00:00+07","alimentos","771.28"
"2017-11-01 00:00:00+07","alimentos_bebidas","3031.35"
"2017-11-01 00:00:00+07","artes","92.78"
"2017-11-01 00:00:00+07","artigos_de_festas","934.34"
"2017-11-01 00:00:00+07","artigos_de_natal","1771.05"
"2017-11-01 00:00:00+07","audio","4195.14"
"2017-11-01 00:00:00+07","automotivo","40620.43"
"2017-11-01 00:00:00+07","bebes","25793.20"
"2017-11-01 00:00:00+07","bebidas","1003.68"
"2017-11-01 00:00:00+07","beleza_saude","89473.58"
"2017-11-01 00:00:00+07","brinquedos","73694.68"
"2017-11-01 00:00:00+07","cama_mesa_banho","106395.47"
"2017-11-01 00:00:00+07","casa_conforto","6245.13"
"2017-11-01 00:00:00+07","casa_conforto_2","80.75"
"2017-11-01 00:00:00+07","casa_construcao","5726.54"
"2017-11-01 00:00:00+07","cds_dvds_musicais","224.82"
"2017-11-01 00:00:00+07","cine_foto","259.94"
"2017-11-01 00:00:00+07","climatizacao","4513.56"
"2017-11-01 00:00:00+07","consoles_games","14453.02"
"2017-11-01 00:00:00+07","construcao_ferramentas_construcao","8596.29"
"2017-11-01 00:00:00+07","construcao_ferramentas_ferramentas","349.54"
"2017-11-01 00:00:00+07","construcao_ferramentas_iluminacao","2606.99"
"2017-11-01 00:00:00+07","construcao_ferramentas_jardim","1578.65"
"2017-11-01 00:00:00+07","construcao_ferramentas_seguranca","3560.71"
"2017-11-01 00:00:00+07","cool_stuff","62902.07"
"2017-11-01 00:00:00+07","dvds_blu_ray","145.67"
"2017-11-01 00:00:00+07","eletrodomesticos","5069.98"
"2017-11-01 00:00:00+07","eletrodomesticos_2","5428.50"
"2017-11-01 00:00:00+07","eletronicos","12947.72"
"2017-11-01 00:00:00+07","eletroportateis","8498.89"
"2017-11-01 00:00:00+07","esporte_lazer","74407.82"
"2017-11-01 00:00:00+07","fashion_bolsas_e_acessorios","16082.77"
"2017-11-01 00:00:00+07","fashion_calcados","2032.53"
"2017-11-01 00:00:00+07","fashion_esporte","67.68"
"2017-11-01 00:00:00+07","fashion_roupa_feminina","115.92"
"2017-11-01 00:00:00+07","fashion_roupa_masculina","1041.68"
"2017-11-01 00:00:00+07","fashion_underwear_e_moda_praia","1391.86"
"2017-11-01 00:00:00+07","ferramentas_jardim","57684.00"
"2017-11-01 00:00:00+07","flores","269.29"
"2017-11-01 00:00:00+07","industria_comercio_e_negocios","2350.58"
"2017-11-01 00:00:00+07","informatica_acessorios","81858.96"
"2017-11-01 00:00:00+07","instrumentos_musicais","17459.62"
"2017-11-01 00:00:00+07","la_cuisine","137.11"
"2017-11-01 00:00:00+07","livros_importados","372.50"
"2017-11-01 00:00:00+07","livros_interesse_geral","3185.27"
"2017-11-01 00:00:00+07","livros_tecnicos","863.82"
"2017-11-01 00:00:00+07","malas_acessorios","10732.03"
"2017-11-01 00:00:00+07","market_place","1682.61"
"2017-11-01 00:00:00+07","moveis_colchao_e_estofado","412.81"
"2017-11-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","6387.13"
"2017-11-01 00:00:00+07","moveis_decoracao","77824.92"
"2017-11-01 00:00:00+07","moveis_escritorio","22864.48"
"2017-11-01 00:00:00+07","moveis_quarto","1050.46"
"2017-11-01 00:00:00+07","moveis_sala","7657.90"
"2017-11-01 00:00:00+07","papelaria","20139.56"
"2017-11-01 00:00:00+07","pcs","10060.40"
"2017-11-01 00:00:00+07","perfumaria","36718.19"
"2017-11-01 00:00:00+07","pet_shop","13351.80"
"2017-11-01 00:00:00+07","relogios_presentes","104495.45"
"2017-11-01 00:00:00+07","sinalizacao_e_seguranca","792.79"
"2017-11-01 00:00:00+07","tablets_impressao_imagem","442.39"
"2017-11-01 00:00:00+07","telefonia","32415.96"
"2017-11-01 00:00:00+07","telefonia_fixa","1036.48"
"2017-11-01 00:00:00+07","Unknown","16232.96"
"2017-11-01 00:00:00+07","utilidades_domesticas","42995.88"
"2017-12-01 00:00:00+07","agro_industria_e_comercio","5664.04"
"2017-12-01 00:00:00+07","alimentos","1167.94"
"2017-12-01 00:00:00+07","alimentos_bebidas","1484.86"
"2017-12-01 00:00:00+07","artes","163.39"
"2017-12-01 00:00:00+07","artigos_de_festas","549.92"
"2017-12-01 00:00:00+07","artigos_de_natal","794.97"
"2017-12-01 00:00:00+07","audio","2941.12"
"2017-12-01 00:00:00+07","automotivo","45123.01"
"2017-12-01 00:00:00+07","bebes","22762.46"
"2017-12-01 00:00:00+07","bebidas","2574.41"
"2017-12-01 00:00:00+07","beleza_saude","69584.90"
"2017-12-01 00:00:00+07","brinquedos","65583.44"
"2017-12-01 00:00:00+07","cama_mesa_banho","59896.26"
"2017-12-01 00:00:00+07","casa_conforto","2544.89"
"2017-12-01 00:00:00+07","casa_construcao","8006.27"
"2017-12-01 00:00:00+07","cds_dvds_musicais","74.94"
"2017-12-01 00:00:00+07","climatizacao","722.34"
"2017-12-01 00:00:00+07","consoles_games","10409.48"
"2017-12-01 00:00:00+07","construcao_ferramentas_construcao","6566.50"
"2017-12-01 00:00:00+07","construcao_ferramentas_ferramentas","457.82"
"2017-12-01 00:00:00+07","construcao_ferramentas_iluminacao","206.46"
"2017-12-01 00:00:00+07","construcao_ferramentas_jardim","1097.75"
"2017-12-01 00:00:00+07","construcao_ferramentas_seguranca","1525.46"
"2017-12-01 00:00:00+07","cool_stuff","43464.93"
"2017-12-01 00:00:00+07","dvds_blu_ray","135.49"
"2017-12-01 00:00:00+07","eletrodomesticos","1672.84"
"2017-12-01 00:00:00+07","eletrodomesticos_2","2272.45"
"2017-12-01 00:00:00+07","eletronicos","11995.77"
"2017-12-01 00:00:00+07","eletroportateis","9589.66"
"2017-12-01 00:00:00+07","esporte_lazer","69143.93"
"2017-12-01 00:00:00+07","fashion_bolsas_e_acessorios","12027.60"
"2017-12-01 00:00:00+07","fashion_calcados","1305.46"
"2017-12-01 00:00:00+07","fashion_esporte","76.76"
"2017-12-01 00:00:00+07","fashion_roupa_masculina","532.14"
"2017-12-01 00:00:00+07","fashion_underwear_e_moda_praia","1359.62"
"2017-12-01 00:00:00+07","ferramentas_jardim","34798.80"
"2017-12-01 00:00:00+07","flores","112.98"
"2017-12-01 00:00:00+07","fraldas_higiene","99.70"
"2017-12-01 00:00:00+07","industria_comercio_e_negocios","2009.86"
"2017-12-01 00:00:00+07","informatica_acessorios","43488.75"
"2017-12-01 00:00:00+07","instrumentos_musicais","11689.59"
"2017-12-01 00:00:00+07","livros_importados","271.06"
"2017-12-01 00:00:00+07","livros_interesse_geral","2989.22"
"2017-12-01 00:00:00+07","livros_tecnicos","735.96"
"2017-12-01 00:00:00+07","malas_acessorios","7437.89"
"2017-12-01 00:00:00+07","market_place","884.26"
"2017-12-01 00:00:00+07","moveis_colchao_e_estofado","1088.40"
"2017-12-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","5265.02"
"2017-12-01 00:00:00+07","moveis_decoracao","39361.15"
"2017-12-01 00:00:00+07","moveis_escritorio","8769.28"
"2017-12-01 00:00:00+07","moveis_quarto","230.75"
"2017-12-01 00:00:00+07","moveis_sala","2940.88"
"2017-12-01 00:00:00+07","papelaria","30519.99"
"2017-12-01 00:00:00+07","pcs","17916.27"
"2017-12-01 00:00:00+07","perfumaria","31594.52"
"2017-12-01 00:00:00+07","pet_shop","8757.26"
"2017-12-01 00:00:00+07","relogios_presentes","77152.97"
"2017-12-01 00:00:00+07","sinalizacao_e_seguranca","842.44"
"2017-12-01 00:00:00+07","tablets_impressao_imagem","475.02"
"2017-12-01 00:00:00+07","telefonia","17383.24"
"2017-12-01 00:00:00+07","telefonia_fixa","1095.81"
"2017-12-01 00:00:00+07","Unknown","18204.11"
"2017-12-01 00:00:00+07","utilidades_domesticas","31932.31"
"2018-01-01 00:00:00+07","agro_industria_e_comercio","6296.51"
"2018-01-01 00:00:00+07","alimentos","1133.07"
"2018-01-01 00:00:00+07","alimentos_bebidas","529.22"
"2018-01-01 00:00:00+07","artes","2864.21"
"2018-01-01 00:00:00+07","artigos_de_festas","170.26"
"2018-01-01 00:00:00+07","artigos_de_natal","1104.46"
"2018-01-01 00:00:00+07","audio","4233.39"
"2018-01-01 00:00:00+07","automotivo","41132.68"
"2018-01-01 00:00:00+07","bebes","34779.57"
"2018-01-01 00:00:00+07","bebidas","3063.59"
"2018-01-01 00:00:00+07","beleza_saude","82902.70"
"2018-01-01 00:00:00+07","brinquedos","24841.38"
"2018-01-01 00:00:00+07","cama_mesa_banho","90705.85"
"2018-01-01 00:00:00+07","casa_conforto","3435.61"
"2018-01-01 00:00:00+07","casa_construcao","6758.04"
"2018-01-01 00:00:00+07","cine_foto","223.78"
"2018-01-01 00:00:00+07","climatizacao","5177.52"
"2018-01-01 00:00:00+07","consoles_games","9082.49"
"2018-01-01 00:00:00+07","construcao_ferramentas_construcao","10753.32"
"2018-01-01 00:00:00+07","construcao_ferramentas_ferramentas","695.13"
"2018-01-01 00:00:00+07","construcao_ferramentas_iluminacao","2554.77"
"2018-01-01 00:00:00+07","construcao_ferramentas_jardim","4505.74"
"2018-01-01 00:00:00+07","construcao_ferramentas_seguranca","2424.76"
"2018-01-01 00:00:00+07","cool_stuff","45530.52"
"2018-01-01 00:00:00+07","dvds_blu_ray","96.58"
"2018-01-01 00:00:00+07","eletrodomesticos","2194.93"
"2018-01-01 00:00:00+07","eletrodomesticos_2","9109.57"
"2018-01-01 00:00:00+07","eletronicos","21654.55"
"2018-01-01 00:00:00+07","eletroportateis","16841.77"
"2018-01-01 00:00:00+07","esporte_lazer","104712.16"
"2018-01-01 00:00:00+07","fashion_bolsas_e_acessorios","9849.05"
"2018-01-01 00:00:00+07","fashion_calcados","822.31"
"2018-01-01 00:00:00+07","fashion_esporte","145.34"
"2018-01-01 00:00:00+07","fashion_roupa_feminina","196.48"
"2018-01-01 00:00:00+07","fashion_roupa_masculina","662.17"
"2018-01-01 00:00:00+07","fashion_underwear_e_moda_praia","877.02"
"2018-01-01 00:00:00+07","ferramentas_jardim","32649.12"
"2018-01-01 00:00:00+07","flores","438.26"
"2018-01-01 00:00:00+07","fraldas_higiene","188.45"
"2018-01-01 00:00:00+07","industria_comercio_e_negocios","4467.45"
"2018-01-01 00:00:00+07","informatica_acessorios","94458.54"
"2018-01-01 00:00:00+07","instrumentos_musicais","16463.07"
"2018-01-01 00:00:00+07","la_cuisine","130.03"
"2018-01-01 00:00:00+07","livros_importados","648.67"
"2018-01-01 00:00:00+07","livros_interesse_geral","2825.37"
"2018-01-01 00:00:00+07","livros_tecnicos","1418.83"
"2018-01-01 00:00:00+07","malas_acessorios","22077.68"
"2018-01-01 00:00:00+07","market_place","1046.76"
"2018-01-01 00:00:00+07","moveis_colchao_e_estofado","1270.40"
"2018-01-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","5949.22"
"2018-01-01 00:00:00+07","moveis_decoracao","66916.25"
"2018-01-01 00:00:00+07","moveis_escritorio","25732.55"
"2018-01-01 00:00:00+07","moveis_quarto","1065.04"
"2018-01-01 00:00:00+07","moveis_sala","2861.95"
"2018-01-01 00:00:00+07","musica","40.07"
"2018-01-01 00:00:00+07","papelaria","47575.33"
"2018-01-01 00:00:00+07","pcs","8300.98"
"2018-01-01 00:00:00+07","perfumaria","23127.22"
"2018-01-01 00:00:00+07","pet_shop","12687.61"
"2018-01-01 00:00:00+07","portateis_casa_forno_e_cafe","385.13"
"2018-01-01 00:00:00+07","relogios_presentes","81429.61"
"2018-01-01 00:00:00+07","sinalizacao_e_seguranca","1295.97"
"2018-01-01 00:00:00+07","tablets_impressao_imagem","186.77"
"2018-01-01 00:00:00+07","telefonia","20507.78"
"2018-01-01 00:00:00+07","telefonia_fixa","2633.55"
"2018-01-01 00:00:00+07","Unknown","25552.00"
"2018-01-01 00:00:00+07","utilidades_domesticas","45529.85"
"2018-02-01 00:00:00+07","agro_industria_e_comercio","8059.63"
"2018-02-01 00:00:00+07","alimentos","2269.53"
"2018-02-01 00:00:00+07","alimentos_bebidas","1387.34"
"2018-02-01 00:00:00+07","artes","1509.23"
"2018-02-01 00:00:00+07","artigos_de_natal","2671.35"
"2018-02-01 00:00:00+07","audio","3038.58"
"2018-02-01 00:00:00+07","automotivo","47991.39"
"2018-02-01 00:00:00+07","bebes","29431.04"
"2018-02-01 00:00:00+07","bebidas","2419.28"
"2018-02-01 00:00:00+07","beleza_saude","97640.99"
"2018-02-01 00:00:00+07","brinquedos","16696.02"
"2018-02-01 00:00:00+07","cama_mesa_banho","71771.74"
"2018-02-01 00:00:00+07","casa_conforto","3397.87"
"2018-02-01 00:00:00+07","casa_conforto_2","84.00"
"2018-02-01 00:00:00+07","casa_construcao","5969.44"
"2018-02-01 00:00:00+07","cine_foto","272.12"
"2018-02-01 00:00:00+07","climatizacao","2892.67"
"2018-02-01 00:00:00+07","consoles_games","13015.83"
"2018-02-01 00:00:00+07","construcao_ferramentas_construcao","10123.64"
"2018-02-01 00:00:00+07","construcao_ferramentas_ferramentas","1539.82"
"2018-02-01 00:00:00+07","construcao_ferramentas_iluminacao","1967.47"
"2018-02-01 00:00:00+07","construcao_ferramentas_jardim","1880.10"
"2018-02-01 00:00:00+07","construcao_ferramentas_seguranca","6152.31"
"2018-02-01 00:00:00+07","cool_stuff","34464.35"
"2018-02-01 00:00:00+07","dvds_blu_ray","42.53"
"2018-02-01 00:00:00+07","eletrodomesticos","6362.58"
"2018-02-01 00:00:00+07","eletrodomesticos_2","9986.74"
"2018-02-01 00:00:00+07","eletronicos","20071.12"
"2018-02-01 00:00:00+07","eletroportateis","5912.74"
"2018-02-01 00:00:00+07","esporte_lazer","87312.15"
"2018-02-01 00:00:00+07","fashion_bolsas_e_acessorios","11496.55"
"2018-02-01 00:00:00+07","fashion_calcados","1251.52"
"2018-02-01 00:00:00+07","fashion_roupa_feminina","45.09"
"2018-02-01 00:00:00+07","fashion_roupa_masculina","446.86"
"2018-02-01 00:00:00+07","fashion_underwear_e_moda_praia","505.29"
"2018-02-01 00:00:00+07","ferramentas_jardim","33631.23"
"2018-02-01 00:00:00+07","flores","187.70"
"2018-02-01 00:00:00+07","fraldas_higiene","150.76"
"2018-02-01 00:00:00+07","industria_comercio_e_negocios","5521.50"
"2018-02-01 00:00:00+07","informatica_acessorios","117553.18"
"2018-02-01 00:00:00+07","instrumentos_musicais","10064.38"
"2018-02-01 00:00:00+07","livros_importados","351.54"
"2018-02-01 00:00:00+07","livros_interesse_geral","2423.55"
"2018-02-01 00:00:00+07","livros_tecnicos","1767.71"
"2018-02-01 00:00:00+07","malas_acessorios","7576.11"
"2018-02-01 00:00:00+07","market_place","2366.34"
"2018-02-01 00:00:00+07","moveis_colchao_e_estofado","691.48"
"2018-02-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","5484.08"
"2018-02-01 00:00:00+07","moveis_decoracao","46553.37"
"2018-02-01 00:00:00+07","moveis_escritorio","22011.04"
"2018-02-01 00:00:00+07","moveis_quarto","1395.10"
"2018-02-01 00:00:00+07","moveis_sala","5962.08"
"2018-02-01 00:00:00+07","musica","277.24"
"2018-02-01 00:00:00+07","papelaria","13874.91"
"2018-02-01 00:00:00+07","pc_gamer","150.03"
"2018-02-01 00:00:00+07","perfumaria","23402.16"
"2018-02-01 00:00:00+07","pet_shop","11705.66"
"2018-02-01 00:00:00+07","portateis_casa_forno_e_cafe","3213.64"
"2018-02-01 00:00:00+07","relogios_presentes","68963.71"
"2018-02-01 00:00:00+07","sinalizacao_e_seguranca","987.67"
"2018-02-01 00:00:00+07","tablets_impressao_imagem","866.49"
"2018-02-01 00:00:00+07","telefonia","18870.80"
"2018-02-01 00:00:00+07","telefonia_fixa","4918.30"
"2018-02-01 00:00:00+07","Unknown","14703.68"
"2018-02-01 00:00:00+07","utilidades_domesticas","43781.81"
"2018-03-01 00:00:00+07","agro_industria_e_comercio","6567.09"
"2018-03-01 00:00:00+07","alimentos","2068.59"
"2018-03-01 00:00:00+07","alimentos_bebidas","2623.50"
"2018-03-01 00:00:00+07","artes","581.66"
"2018-03-01 00:00:00+07","artigos_de_festas","1070.29"
"2018-03-01 00:00:00+07","artigos_de_natal","1194.29"
"2018-03-01 00:00:00+07","audio","11264.37"
"2018-03-01 00:00:00+07","automotivo","52812.75"
"2018-03-01 00:00:00+07","bebes","46925.26"
"2018-03-01 00:00:00+07","bebidas","1268.52"
"2018-03-01 00:00:00+07","beleza_saude","102667.25"
"2018-03-01 00:00:00+07","brinquedos","27446.06"
"2018-03-01 00:00:00+07","cama_mesa_banho","84107.25"
"2018-03-01 00:00:00+07","casa_conforto","3060.62"
"2018-03-01 00:00:00+07","casa_conforto_2","44.33"
"2018-03-01 00:00:00+07","casa_construcao","6766.89"
"2018-03-01 00:00:00+07","cine_foto","846.54"
"2018-03-01 00:00:00+07","climatizacao","3208.87"
"2018-03-01 00:00:00+07","consoles_games","13078.06"
"2018-03-01 00:00:00+07","construcao_ferramentas_construcao","12244.21"
"2018-03-01 00:00:00+07","construcao_ferramentas_ferramentas","1154.77"
"2018-03-01 00:00:00+07","construcao_ferramentas_iluminacao","3138.15"
"2018-03-01 00:00:00+07","construcao_ferramentas_jardim","2971.37"
"2018-03-01 00:00:00+07","construcao_ferramentas_seguranca","5789.78"
"2018-03-01 00:00:00+07","cool_stuff","43913.06"
"2018-03-01 00:00:00+07","dvds_blu_ray","89.71"
"2018-03-01 00:00:00+07","eletrodomesticos","11350.26"
"2018-03-01 00:00:00+07","eletrodomesticos_2","6085.99"
"2018-03-01 00:00:00+07","eletronicos","16951.12"
"2018-03-01 00:00:00+07","eletroportateis","14781.56"
"2018-03-01 00:00:00+07","esporte_lazer","99570.96"
